,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,salary_indicated,num_words_company_profile
391,FR,False,True,True,Full-time,,,Computer and Technology,Sales,0,117
392,US,False,True,False,Contract,,Higher Education,Healthcare,Health Care Provider,0,50
393,US,False,True,True,Full-time,Not Applicable,Normal education,Healthcare,Sales,0,159
394,US,False,True,True,Full-time,Entry level,Higher Education,Advertising and marketing,Public Relations,0,24
395,US,False,True,True,Full-time,Director,Higher Education,Fashion,Design,0,126
396,US,False,True,True,Full-time,Entry level,Unspecified,Finance and Economic,Customer Service,0,148
397,GB,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Project Management,0,205
398,GB,False,True,True,Full-time,Mid-Senior level,Higher Education,Finance and Economic,Sales,1,105
399,GB,False,True,True,Full-time,Not Applicable,Unspecified,Advertising and marketing,Management,1,39
400,US,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,115
401,EE,False,True,False,,,,Finance and Economic,,0,53
402,US,False,True,True,Full-time,,Unspecified,Fashion,Engineering,0,65
403,,False,True,True,,,,,,0,94
404,AU,False,True,True,Full-time,Mid-Senior level,Highest Education,Healthcare,,0,328
405,NZ,False,True,True,Full-time,,,Computer and Technology,Data Analyst,0,290
406,US,False,True,True,Full-time,Internship,Normal education,Computer and Technology,Marketing,0,116
407,GB,False,True,True,Full-time,,,Hospitality,,1,163
408,US,False,True,False,Full-time,Entry level,Higher Education,Finance and Economic,Accounting/Auditing,0,112
409,US,False,True,True,Contract,,Higher Education,Education,,0,10
410,GB,False,True,False,Full-time,Associate,,Advertising and marketing,Administrative,1,78
411,US,False,False,False,,,,Food and Beverage,,0,78
412,GB,False,False,False,Full-time,Not Applicable,,Construction,,1,22
413,GB,False,True,True,Full-time,Associate,,Aerospace,Marketing,0,206
414,GB,False,True,False,,,,,,0,131
415,,False,True,True,,,,,,0,324
416,US,False,False,False,Full-time,,,HR and Consulting,,0,32
417,US,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,172
418,CA,False,True,True,,,,Fashion,,0,290
419,US,False,True,True,Part-time,,Highest Education,Education,Education,0,101
420,US,False,True,False,Full-time,Director,Higher Education,Agriculture,Customer Service,0,424
421,US,False,False,False,Full-time,,,Computer and Technology,,0,32
422,US,False,True,True,Full-time,,,Computer and Technology,,0,226
423,US,False,False,False,Full-time,,,,,0,32
424,HK,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,79
425,US,False,False,False,Full-time,Mid-Senior level,Higher Education,HR and Consulting,Management,0,32
426,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Marketing,0,377
427,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Entertainment,Engineering,0,125
428,GR,False,True,True,Full-time,Not Applicable,Highest Education,Computer and Technology,,0,192
429,US,False,True,False,Part-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
430,US,False,True,False,Full-time,,,Computer and Technology,,0,125
431,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
432,GB,False,True,False,Full-time,Director,Higher Education,Computer and Technology,Business Development,0,83
433,,False,True,True,Other,,,,,0,48
434,US,False,True,False,Part-time,Entry level,Normal education,Computer and Technology,Customer Service,0,86
435,US,False,True,False,Full-time,Entry level,Unspecified,Finance and Economic,Customer Service,0,148
436,GB,False,True,False,,,,Construction,,0,24
437,GB,False,True,False,Full-time,Internship,Highest Education,Finance and Economic,Business Development,0,53
438,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,Management,0,87
439,US,False,True,True,Full-time,Associate,Higher Education,Fashion,,0,97
440,US,False,True,False,Full-time,,,,Sales,0,157
441,NZ,False,True,False,Full-time,,,Healthcare,,0,328
442,PH,False,True,False,Full-time,,Higher Education,Hospitality,Information Technology,0,111
443,US,False,True,False,Full-time,Associate,,Hospitality,Customer Service,0,51
444,GB,False,True,False,Full-time,,,Healthcare,Administrative,1,57
445,GR,False,True,True,,,,,Marketing,0,114
446,GR,False,True,True,,,,Hospitality,,0,331
447,GB,False,True,True,,Not Applicable,Normal education,,Customer Service,0,131
448,TR,False,True,False,Full-time,,,Media and News,Engineering,0,102
449,GB,False,True,True,Full-time,Mid-Senior level,Highest Education,Finance and Economic,Science,0,105
450,DE,False,True,True,,,,,,0,20
451,US,False,True,False,Full-time,,,Hospitality,Sales,1,84
452,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Marketing,0,290
453,GB,False,True,False,Full-time,,,Entertainment,,0,36
454,US,False,True,False,Full-time,Entry level,Higher Education,Fashion,,0,147
455,US,False,True,True,Full-time,Entry level,Normal education,Hospitality,Sales,1,88
456,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,134
457,US,False,True,True,Full-time,Entry level,Higher Education,Entertainment,Art/Creative,1,36
458,NL,False,True,False,Full-time,Associate,,Computer and Technology,Information Technology,0,79
459,GB,False,True,False,Part-time,,,Finance and Economic,Business Development,0,53
460,DE,False,True,False,Full-time,Mid-Senior level,Certification,Computer and Technology,Management,0,20
461,US,False,True,True,Full-time,Associate,Higher Education,Food and Beverage,Customer Service,0,75
462,DE,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Sales,0,97
463,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Sales,0,98
464,US,False,True,True,Full-time,Not Applicable,Normal education,Healthcare,Customer Service,1,222
465,NZ,False,True,False,Full-time,Entry level,Higher Education,Advertising and marketing,Production,0,256
466,US,False,False,False,Full-time,,,,,0,32
467,GB,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Finance,0,178
468,IE,False,True,True,Contract,Mid-Senior level,,Entertainment,,0,270
469,US,False,True,False,Part-time,Entry level,Normal education,Construction,Administrative,0,149
470,US,False,True,True,,,,Manufacturing,Other,0,243
471,GB,False,True,True,Full-time,Not Applicable,Vocational,Healthcare,Health Care Provider,1,120
472,US,False,True,False,Full-time,,,Computer and Technology,Engineering,0,73
473,US,False,True,True,Contract,,Higher Education,Education,,0,10
474,US,False,True,True,Full-time,Entry level,Normal education,Non-Profit Organisation,Health Care Provider,0,127
475,US,False,True,False,Contract,Associate,Unspecified,Computer and Technology,Design,0,19
476,US,False,True,True,Full-time,Not Applicable,,Manufacturing,Production,0,61
477,GB,False,True,True,Full-time,Mid-Senior level,Higher Education,Media and News,Writing/Editing,1,44
478,NZ,False,True,True,Full-time,Entry level,,Advertising and marketing,Accounting/Auditing,1,256
479,GB,False,True,False,Full-time,Entry level,Higher Education,Advertising and marketing,Sales,0,63
480,US,False,True,False,,,,Healthcare,,0,319
481,US,False,True,False,Full-time,,,,,1,230
482,US,False,True,True,Full-time,,Highest Education,,Education,0,167
483,DE,False,True,True,Full-time,Associate,,Energy,,0,20
484,US,False,True,False,Full-time,Mid-Senior level,Higher Education,HR and Consulting,Business Development,0,86
485,US,False,True,True,,,,Manufacturing,Other,0,243
486,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
487,US,False,True,True,Full-time,Internship,Normal education,Fashion,Design,0,116
488,US,False,True,False,Full-time,,,Computer and Technology,,0,319
489,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Construction,,0,144
490,US,False,True,False,,,,,,0,192
491,PH,False,True,False,Full-time,Director,,Computer and Technology,General Business,0,87
492,US,True,True,True,Contract,Associate,,Computer and Technology,Engineering,0,198
493,IE,True,True,True,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,135
494,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Accounting/Auditing,0,330
495,SG,False,True,False,Full-time,,Vocational,Education,Accounting/Auditing,0,209
496,US,False,True,True,Full-time,,,Computer and Technology,,0,100
497,US,False,True,False,Full-time,Entry level,Normal education,Government and Legislation,Customer Service,0,86
498,US,False,False,False,Full-time,,,,,0,32
499,US,False,True,False,,,,,Marketing,0,184
500,TR,False,True,False,Full-time,Director,Higher Education,Computer and Technology,Business Development,0,201
501,US,False,True,False,Full-time,,,Computer and Technology,,0,157
502,GB,False,True,False,,,,,,0,131
503,US,False,False,False,Full-time,,,Energy,,0,32
504,CA,False,True,False,Full-time,Entry level,Normal education,Telecommunication,Customer Service,0,86
505,US,False,True,True,Contract,,Higher Education,Education,,0,10
506,US,False,True,True,Full-time,Associate,,Energy,,0,141
507,US,False,True,True,Contract,,Higher Education,Education,,0,10
508,US,False,True,True,Full-time,Entry level,Higher Education,Finance and Economic,Accounting/Auditing,0,67
509,GR,False,True,True,Full-time,,,,,0,49
510,US,False,True,True,Full-time,Associate,Unspecified,Healthcare,Sales,0,199
511,US,False,False,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,Engineering,0,32
512,US,False,True,False,,,,,Marketing,0,184
513,IN,False,True,True,Full-time,,,Computer and Technology,Engineering,0,113
514,US,False,True,False,Full-time,,,Computer and Technology,,0,154
515,NZ,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,211
516,US,False,True,True,Part-time,Entry level,,Fashion,Design,0,73
517,US,True,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Sales,0,138
518,GB,False,True,False,,,,,,0,131
519,GB,False,True,False,Full-time,Entry level,,Food and Beverage,,0,199
520,US,False,True,False,Full-time,Associate,Unspecified,Computer and Technology,Production,0,201
521,US,False,True,False,Full-time,Associate,Higher Education,Education,Education,0,93
522,US,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Marketing,0,155
523,US,False,True,False,,,,Fashion,,0,91
524,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Sales,0,119
525,GB,False,True,False,Full-time,Not Applicable,Unspecified,Hospitality,Customer Service,0,91
526,US,False,True,True,Contract,,,Computer and Technology,,0,141
527,US,False,True,True,Full-time,,Higher Education,Computer and Technology,Quality Assurance,0,52
528,US,False,False,False,Full-time,,,Computer and Technology,,0,32
529,DE,False,True,True,,,,,,0,107
530,US,False,True,False,Full-time,Entry level,Normal education,Government and Legislation,Customer Service,0,86
531,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Non-Profit Organisation,Finance,0,35
532,US,False,True,True,Full-time,Associate,Normal education,Healthcare,Administrative,0,30
533,IE,False,True,True,Full-time,Entry level,Normal education,Aerospace,Information Technology,0,88
534,US,False,True,True,,,,Manufacturing,Other,0,243
535,US,False,True,False,Full-time,Entry level,Normal education,Government and Legislation,Customer Service,0,86
536,EG,False,True,False,Full-time,Entry level,Higher Education,Telecommunication,Marketing,0,141
537,US,False,False,False,Full-time,,,,,0,32
538,US,False,True,True,Contract,,Higher Education,Education,,0,10
539,US,False,True,False,Full-time,Entry level,,,Sales,0,77
540,IN,False,True,True,Full-time,Not Applicable,Higher Education,Computer and Technology,Engineering,1,413
541,US,False,True,False,Full-time,Entry level,Normal education,Hospitality,Customer Service,0,86
542,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Design,0,424
543,US,False,True,True,Contract,Entry level,Higher Education,Education,Education,0,10
544,US,False,True,True,Contract,,Higher Education,Education,,0,10
545,DE,False,True,True,Full-time,Associate,,Finance and Economic,Information Technology,0,20
546,GB,False,True,True,Full-time,Mid-Senior level,Unspecified,Fashion,Management,0,34
547,US,False,True,False,Full-time,Entry level,Normal education,Government and Legislation,Customer Service,0,86
548,IL,False,True,True,,,,,,0,88
549,GB,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Engineering,0,98
550,US,False,True,False,,,,,,0,77
551,GB,False,True,True,Full-time,Associate,Higher Education,Advertising and marketing,Sales,0,239
552,,False,True,True,,,,,,0,70
553,GB,False,True,True,Full-time,Entry level,,Computer and Technology,Information Technology,1,180
554,GB,False,True,False,Full-time,Mid-Senior level,,Finance and Economic,Product Management,0,53
555,US,False,True,True,Full-time,Entry level,Normal education,Healthcare,Health Care Provider,0,87
556,NZ,False,True,True,Full-time,Mid-Senior level,,Advertising and marketing,Advertising,0,256
557,US,False,True,True,Part-time,,Normal education,Healthcare,Health Care Provider,0,29
558,US,False,True,False,Full-time,,,Computer and Technology,,0,69
559,GB,False,True,True,Full-time,Not Applicable,Normal education,Entertainment,Customer Service,0,131
560,GR,False,True,True,Full-time,Associate,,Computer and Technology,Marketing,0,78
561,US,False,True,True,Part-time,Entry level,,Computer and Technology,,0,163
562,GB,False,True,False,,,,Finance and Economic,,0,53
563,GR,False,True,True,Full-time,Not Applicable,Higher Education,Food and Beverage,Marketing,1,194
564,US,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Sales,0,51
565,CA,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,100
566,IN,False,False,True,,,,Computer and Technology,,0,241
567,US,False,True,True,Full-time,Director,Higher Education,Manufacturing,Management,0,92
568,GB,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,,0,264
569,BE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,83
570,,False,True,True,,,,,,0,48
